Date,Type,Category,Amount,Comment
2024-02-25,Расход,Продукты,3515.24,Бристоль
2024-02-25,Расход,Перевод,13589.4,Перевод другу
2024-02-25,Расход,Здоровье,1445.99,Массаж
2024-02-26,Расход,Прочее,2459.49,Цветы
2024-02-26,Расход,Перевод,18851.61,Благотворительность
2024-02-27,Расход,Транспорт,2918.26,Самокат
2024-02-27,Расход,Наличка,9981.95,Размен
2024-02-27,Расход,Продукты,4544.99,Дикси
2024-02-27,Расход,Наличка,5645.68,ATM
2024-02-28,Расход,Продукты,4217.07,ВкусВилл
2024-02-28,Расход,Здоровье,3444.14,Врач
2024-02-29,Расход,Продукты,2088.23,Магнит
2024-03-01,Расход,Транспорт,1731.79,Самокат
2024-03-01,Расход,Продукты,3832.76,Бристоль
2024-03-02,Расход,Развлечения,3067.28,Кафе
2024-03-03,Расход,Перевод,19520.09,Долг
2024-03-04,Расход,Транспорт,2977.39,Электричка
2024-03-04,Расход,Прочее,2629.87,Одежда
2024-03-04,Расход,Наличка,13134.98,ATM
2024-03-04,Расход,Продукты,1338.64,Перекрёсток
2024-03-04,Расход,Жилье,5958.17,Коммунальные услуги
2024-03-04,Расход,Жилье,6369.5,Коммунальные услуги
2024-03-05,Расход,Продукты,2702.66,Бристоль
2024-03-05,Расход,Досуг,1576.72,Авито
2024-03-05,Доход,Зарплата,76539.16,Премия
2024-03-06,Расход,Здоровье,299.52,Линзы
2024-03-07,Расход,Развлечения,3563.82,Кино
2024-03-07,Расход,Продукты,499.11,Перекрёсток
2024-03-07,Расход,Перевод,9952.3,Перевод родителям
2024-03-07,Расход,Прочее,4806.01,Зоотовары
2024-03-07,Расход,Перевод,17152.67,Алименты
2024-03-08,Расход,Перевод,7201.57,Долг
2024-03-08,Расход,Прочее,7082.34,Цветы
2024-03-09,Расход,Развлечения,558.32,Ресторан
2024-03-09,Расход,Прочее,2813.4,Цветы
2024-03-10,Расход,Продукты,2275.25,Бристоль
2024-03-11,Расход,Продукты,3785.32,Магнит
2024-03-11,Расход,Транспорт,1114.02,Электричка
2024-03-12,Расход,Прочее,9453.28,Зоотовары
2024-03-12,Расход,Транспорт,1231.1,Uber
2024-03-13,Расход,Прочее,4640.07,Одежда
2024-03-13,Расход,Досуг,1150.86,Coursera
2024-03-13,Расход,Здоровье,7287.72,Анализы
2024-03-13,Расход,Развлечения,2996.87,Суши
2024-03-13,Расход,Жилье,29769.37,Коммунальные услуги
2024-03-14,Расход,Продукты,365.5,Пятёрочка
2024-03-14,Расход,Прочее,3891.49,Непредвиденные расходы
2024-03-15,Расход,Перевод,13922.05,Перевод другу
2024-03-15,Расход,Прочее,5977.67,Подарок
2024-03-15,Расход,Прочее,5646.04,Цветы
2024-03-16,Расход,Наличка,14367.39,Снятие наличных
2024-03-16,Расход,Развлечения,1845.14,Концерт
2024-03-16,Расход,Развлечения,4197.94,Театр
2024-03-16,Расход,Жилье,21105.45,Мебель
2024-03-16,Расход,Здоровье,4015.41,Аптека
2024-03-17,Расход,Продукты,938.54,Бристоль
2024-03-17,Расход,Здоровье,3797.01,Анализы
2024-03-17,Расход,Развлечения,3599.06,Бар
2024-03-18,Расход,Наличка,1412.91,Размен
2024-03-18,Расход,Наличка,4027.62,ATM
2024-03-18,Расход,Развлечения,250.26,Пицца
2024-03-18,Расход,Наличка,10214.92,ATM
2024-03-18,Расход,Досуг,346.68,Авито
2024-03-18,Расход,Перевод,4563.15,Долг
2024-03-19,Расход,Прочее,7648.77,Подарок
2024-03-19,Расход,Прочее,9024.45,Цветы
2024-03-19,Расход,Перевод,13815.95,Долг
2024-03-20,Расход,Досуг,1900.49,Coursera
2024-03-20,Расход,Развлечения,3472.03,Концерт
2024-03-20,Доход,Зарплата,71019.13,Премия
2024-03-21,Расход,Здоровье,614.38,Спортзал
2024-03-22,Расход,Прочее,1744.22,Цветы
2024-03-22,Расход,Развлечения,1782.34,Ресторан
2024-03-22,Расход,Продукты,1705.89,Метро
2024-03-22,Доход,Наличка,23175.79,Сдача
2024-03-23,Расход,Перевод,14511.87,Перевод другу
2024-03-23,Расход,Прочее,2240.29,Техника
2024-03-23,Расход,Прочее,1144.5,Цветы
2024-03-23,Расход,Перевод,3083.38,Алименты
2024-03-23,Расход,Здоровье,3647.13,Спортзал
2024-03-24,Расход,Развлечения,2613.36,Суши
2024-03-24,Расход,Прочее,249.77,Техника
2024-03-24,Расход,Досуг,1013.0,Авито
2024-03-24,Расход,Транспорт,1768.16,Такси
2024-03-24,Доход,Перевод,22351.65,Кэшбэк
2024-03-25,Расход,Продукты,128.84,Ашан
2024-03-25,Доход,Перевод,3414.93,Подработка
2024-03-27,Расход,Наличка,2168.15,Снятие наличных
2024-03-27,Расход,Продукты,2476.1,Метро
2024-03-27,Расход,Продукты,2394.83,Ашан
2024-03-28,Расход,Транспорт,809.36,Самокат
2024-03-29,Расход,Продукты,4801.15,Рынок
2024-03-30,Расход,Транспорт,751.43,Такси
2024-03-30,Расход,Перевод,17218.61,Перевод родителям
2024-03-30,Расход,Наличка,8540.75,ATM
2024-03-30,Расход,Здоровье,7825.26,Анализы
2024-03-30,Доход,Наличка,6050.69,Найденные деньги
2024-03-31,Расход,Наличка,7487.58,Размен
2024-03-31,Расход,Перевод,12364.67,Благотворительность
2024-03-31,Расход,Досуг,1147.89,Spotify
2024-03-31,Расход,Транспорт,2264.78,Метро
2024-04-01,Расход,Досуг,1217.02,Авито
2024-04-02,Расход,Продукты,1861.15,Дикси
2024-04-03,Расход,Продукты,1137.07,Рынок
2024-04-03,Расход,Наличка,5537.45,ATM
2024-04-04,Расход,Жилье,32702.75,Ремонт
2024-04-05,Расход,Продукты,1434.35,ВкусВилл
2024-04-05,Расход,Транспорт,2181.89,Парковка
2024-04-05,Расход,Развлечения,1363.74,Концерт
2024-04-05,Доход,Зарплата,89295.84,Бонус
2024-04-06,Расход,Транспорт,200.58,Uber
2024-04-06,Расход,Развлечения,421.93,Бар
2024-04-07,Расход,Развлечения,2979.21,Театр
2024-04-07,Расход,Прочее,642.63,Подарок
2024-04-08,Расход,Перевод,1710.26,Благотворительность
2024-04-08,Расход,Прочее,5878.86,Подарок
2024-04-08,Расход,Жилье,7983.61,Мебель
2024-04-08,Расход,Продукты,2699.18,Пятёрочка
2024-04-11,Расход,Здоровье,7931.31,Аптека
2024-04-11,Расход,Транспорт,1687.61,Самокат
2024-04-11,Расход,Продукты,2490.78,Лента
2024-04-11,Расход,Жилье,6017.41,Ремонт
2024-04-11,Расход,Продукты,163.25,Пятёрочка
2024-04-11,Расход,Здоровье,6329.5,Стоматолог
2024-04-12,Расход,Досуг,1021.72,YouTube Premium
2024-04-12,Расход,Развлечения,3885.47,Кино
2024-04-12,Расход,Здоровье,7922.58,Очки
2024-04-12,Доход,Наличка,13602.2,Найденные деньги
2024-04-13,Расход,Прочее,6302.82,Цветы
2024-04-13,Расход,Наличка,2034.67,Снятие наличных
2024-04-13,Расход,Перевод,1912.32,Долг
2024-04-13,Расход,Досуг,684.71,Spotify
2024-04-13,Расход,Досуг,2195.01,Steam
2024-04-14,Расход,Развлечения,972.63,Суши
2024-04-14,Расход,Прочее,486.85,Одежда
2024-04-14,Расход,Развлечения,5632.02,Доставка еды
2024-04-14,Расход,Наличка,5282.81,ATM
2024-04-14,Расход,Продукты,2178.7,ВкусВилл
2024-04-15,Доход,Перевод,12330.29,Кэшбэк
2024-04-16,Расход,Здоровье,3042.25,Массаж
2024-04-16,Расход,Жилье,18974.67,Управляющая компания
2024-04-16,Расход,Перевод,4479.06,Долг
2024-04-16,Расход,Продукты,4088.3,Метро
2024-04-17,Расход,Продукты,2780.27,Рынок
2024-04-17,Расход,Прочее,2319.34,Цветы
2024-04-17,Расход,Продукты,4453.37,Бристоль
2024-04-18,Расход,Продукты,1215.21,Магнит
2024-04-18,Расход,Транспорт,2412.06,Парковка
2024-04-19,Расход,Продукты,2151.68,Магнит
2024-04-19,Расход,Транспорт,1437.77,Такси
2024-04-20,Расход,Прочее,6510.87,Подарок
2024-04-20,Расход,Наличка,12120.51,Размен
2024-04-20,Расход,Досуг,282.99,Книги
2024-04-20,Расход,Жилье,11675.13,Газ
2024-04-20,Доход,Зарплата,78643.26,Премия
2024-04-21,Расход,Наличка,4082.09,Снятие наличных
2024-04-21,Расход,Транспорт,1174.46,Uber
2024-04-21,Расход,Продукты,3494.69,Перекрёсток
2024-04-22,Расход,Наличка,6437.0,ATM
2024-04-23,Расход,Жилье,22518.81,Аренда квартиры
2024-04-24,Расход,Здоровье,1209.6,Массаж
2024-04-25,Расход,Перевод,6007.72,Благотворительность
2024-04-25,Расход,Продукты,1650.96,Магнит
2024-04-26,Расход,Продукты,703.42,Метро
2024-04-26,Расход,Транспорт,261.05,Uber
2024-04-26,Расход,Продукты,1546.8,Бристоль
2024-04-27,Расход,Прочее,7127.07,Подарок
2024-04-27,Расход,Продукты,362.83,Перекрёсток
2024-04-27,Расход,Здоровье,3301.71,Массаж
2024-04-27,Расход,Досуг,2116.62,Игры
2024-04-28,Расход,Развлечения,940.12,Боулинг
2024-04-29,Расход,Прочее,1067.06,Цветы
2024-04-30,Расход,Здоровье,5984.96,Аптека
2024-04-30,Доход,Наличка,22753.8,Найденные деньги
2024-05-01,Расход,Транспорт,2496.45,Яндекс.Такси
2024-05-01,Расход,Продукты,2991.28,Рынок
2024-05-01,Расход,Жилье,25736.98,Мебель
2024-05-01,Расход,Досуг,315.04,Steam
2024-05-01,Расход,Здоровье,5924.2,Очки
2024-05-02,Расход,Транспорт,760.39,Такси
2024-05-03,Расход,Жилье,11358.12,Электричество
2024-05-03,Расход,Жилье,15071.67,Интернет
2024-05-04,Расход,Продукты,4393.32,Дикси
2024-05-04,Расход,Продукты,2035.78,Бристоль
2024-05-04,Расход,Перевод,17157.08,Алименты
2024-05-05,Расход,Досуг,2021.77,Netflix
2024-05-05,Расход,Прочее,4014.83,Цветы
2024-05-05,Расход,Досуг,215.0,Авито
2024-05-05,Доход,Зарплата,92956.58,Квартальная премия
2024-05-06,Расход,Транспорт,639.02,Самокат
2024-05-06,Расход,Продукты,710.38,Ашан
2024-05-08,Расход,Наличка,8829.89,Размен
2024-05-08,Расход,Прочее,6756.86,Канцелярия
2024-05-08,Расход,Развлечения,5648.12,Театр
2024-05-08,Расход,Перевод,9908.62,Долг
2024-05-08,Расход,Наличка,9884.91,Снятие наличных
2024-05-08,Расход,Наличка,11032.22,Снятие наличных
2024-05-09,Расход,Продукты,745.94,Магнит
2024-05-09,Расход,Транспорт,1553.97,Такси
2024-05-10,Расход,Продукты,3117.67,Перекрёсток
2024-05-11,Расход,Прочее,8194.0,Косметика
2024-05-11,Расход,Развлечения,2716.19,Театр
2024-05-11,Расход,Развлечения,744.48,Пицца
2024-05-12,Расход,Продукты,410.31,Пятёрочка
2024-05-12,Расход,Развлечения,5932.7,Кино
2024-05-12,Расход,Транспорт,1916.76,Автобус
2024-05-15,Расход,Развлечения,1505.43,Боулинг
2024-05-15,Расход,Транспорт,1751.35,Такси
2024-05-18,Расход,Прочее,8495.05,Косметика
2024-05-18,Расход,Продукты,4822.13,Дикси
2024-05-18,Расход,Транспорт,2623.05,Бензин
2024-05-19,Расход,Развлечения,2347.92,Доставка еды
2024-05-19,Расход,Продукты,3467.08,Лента
2024-05-20,Расход,Продукты,4678.73,Рынок
2024-05-20,Расход,Развлечения,4672.72,Концерт
2024-05-20,Расход,Здоровье,2325.23,Очки
2024-05-20,Доход,Зарплата,69525.23,Годовая премия
2024-05-21,Расход,Продукты,2829.81,Перекрёсток
2024-05-22,Расход,Транспорт,824.21,Бензин
2024-05-22,Расход,Здоровье,5303.46,Очки
2024-05-22,Расход,Развлечения,5905.34,Боулинг
2024-05-22,Расход,Развлечения,4968.31,Суши
2024-05-23,Расход,Жилье,12306.96,Газ
2024-05-25,Расход,Досуг,2243.28,Netflix
2024-05-25,Расход,Досуг,667.43,Авито
2024-05-25,Расход,Продукты,2377.41,Пятёрочка
2024-05-25,Расход,Наличка,5462.55,ATM
2024-05-25,Расход,Досуг,2218.77,Steam
2024-05-25,Расход,Наличка,9406.35,Размен
2024-05-26,Расход,Развлечения,5838.48,Театр
2024-05-26,Расход,Наличка,1040.38,Размен
2024-05-27,Расход,Перевод,19441.92,Перевод родителям
2024-05-28,Расход,Досуг,703.31,Авито
2024-05-29,Расход,Здоровье,1009.85,Массаж
2024-05-29,Расход,Продукты,3043.57,Перекрёсток
2024-05-30,Расход,Здоровье,2120.86,Спортзал
2024-05-30,Расход,Продукты,4849.85,Перекрёсток
2024-05-30,Расход,Продукты,3575.95,Бристоль
2024-05-30,Расход,Перевод,7110.75,Благотворительность
2024-05-30,Расход,Наличка,4337.09,Размен
2024-05-30,Доход,Перевод,6927.39,Подработка
2024-05-31,Расход,Продукты,3531.3,Дикси
2024-05-31,Расход,Наличка,11441.44,ATM
2024-05-31,Расход,Досуг,1672.9,Хобби
2024-05-31,Расход,Здоровье,2504.7,Аптека
2024-05-31,Доход,Наличка,4679.74,Сдача
2024-06-01,Расход,Развлечения,2519.59,Ресторан
2024-06-01,Расход,Развлечения,5890.15,Ресторан
2024-06-01,Расход,Продукты,1360.27,Ашан
2024-06-01,Расход,Развлечения,1424.73,Кино
2024-06-01,Расход,Транспорт,1465.29,Электричка
2024-06-01,Расход,Транспорт,1972.67,Uber
2024-06-02,Расход,Транспорт,1818.45,Парковка
2024-06-02,Доход,Наличка,24586.55,Сдача
2024-06-03,Расход,Перевод,5375.41,Благотворительность
2024-06-04,Расход,Продукты,1910.29,Ашан
2024-06-05,Расход,Прочее,406.58,Цветы
2024-06-05,Доход,Зарплата,77835.41,Бонус
2024-06-06,Расход,Жилье,29844.67,Коммунальные услуги
2024-06-07,Расход,Наличка,7344.54,ATM
2024-06-07,Расход,Жилье,33904.93,Управляющая компания
2024-06-07,Расход,Продукты,3355.41,Рынок
2024-06-07,Расход,Транспорт,2031.38,Самокат
2024-06-08,Расход,Досуг,1810.1,Spotify
2024-06-08,Расход,Досуг,1961.79,Книги
2024-06-08,Расход,Досуг,173.55,Steam
2024-06-08,Расход,Досуг,101.6,Игры
2024-06-08,Расход,Прочее,759.97,Зоотовары
2024-06-09,Расход,Прочее,2034.36,Одежда
2024-06-09,Расход,Жилье,23523.59,Мебель
2024-06-10,Расход,Наличка,7630.32,ATM
2024-06-10,Расход,Продукты,1195.62,Ашан
2024-06-11,Расход,Продукты,281.02,Дикси
2024-06-12,Доход,Наличка,1184.11,Продажа вещей на Авито
2024-06-13,Расход,Жилье,9706.39,Мебель
2024-06-14,Расход,Прочее,515.76,Канцелярия
2024-06-15,Расход,Досуг,1632.73,Книги
2024-06-15,Расход,Жилье,33725.26,Электричество
2024-06-15,Расход,Продукты,3379.43,Бристоль
2024-06-15,Расход,Развлечения,2269.51,Пицца
2024-06-15,Расход,Здоровье,3779.71,Стоматолог
2024-06-15,Доход,Наличка,19479.65,Найденные деньги
2024-06-16,Расход,Перевод,17927.93,Благотворительность
2024-06-16,Расход,Здоровье,7394.34,Очки
2024-06-16,Расход,Развлечения,1495.58,Театр
2024-06-16,Расход,Транспорт,458.88,Парковка
2024-06-16,Расход,Развлечения,1526.22,Кафе
2024-06-17,Расход,Досуг,2549.68,Netflix
2024-06-18,Расход,Перевод,12087.35,Благотворительность
2024-06-18,Расход,Перевод,6266.58,Долг
2024-06-19,Расход,Транспорт,1134.29,Автобус
2024-06-19,Расход,Прочее,5166.74,Непредвиденные расходы
2024-06-19,Расход,Продукты,3846.1,Метро
2024-06-19,Расход,Жилье,31192.69,Вода
2024-06-20,Расход,Прочее,6828.77,Техника
2024-06-20,Расход,Развлечения,4942.27,Ресторан
2024-06-20,Расход,Транспорт,1493.53,Яндекс.Такси
2024-06-20,Доход,Зарплата,92450.07,Зарплата за месяц
2024-06-22,Расход,Прочее,8134.62,Канцелярия
2024-06-22,Расход,Развлечения,943.56,Театр
2024-06-22,Расход,Продукты,4852.85,Ашан
2024-06-22,Расход,Досуг,1220.59,Spotify
2024-06-22,Расход,Здоровье,7262.97,Врач
2024-06-22,Расход,Досуг,2303.36,Coursera
2024-06-23,Расход,Жилье,23909.19,Электричество
2024-06-23,Расход,Перевод,17622.09,Алименты
2024-06-23,Расход,Наличка,9267.27,Снятие наличных
2024-06-24,Расход,Транспорт,2157.6,Электричка
2024-06-24,Расход,Прочее,6554.66,Подарок
2024-06-24,Расход,Прочее,3637.8,Канцелярия
2024-06-26,Расход,Досуг,1743.68,Хобби
2024-06-26,Расход,Перевод,9446.66,Перевод другу
2024-06-26,Доход,Наличка,11235.18,Продажа вещей на Авито
2024-06-28,Расход,Транспорт,1820.11,Uber
2024-06-29,Расход,Жилье,30898.6,Вода
2024-06-29,Расход,Развлечения,3235.68,Ресторан
2024-06-29,Расход,Прочее,2840.44,Подарок
2024-06-29,Расход,Досуг,2280.02,Книги
2024-06-29,Расход,Развлечения,3272.28,Суши
2024-06-30,Расход,Прочее,1861.68,Зоотовары
2024-06-30,Расход,Наличка,1921.76,Снятие наличных
2024-06-30,Расход,Прочее,9918.47,Цветы
2024-06-30,Расход,Перевод,17709.35,Перевод родителям
2024-07-01,Расход,Продукты,2983.5,Перекрёсток
2024-07-01,Расход,Продукты,1845.98,Лента
2024-07-02,Расход,Жилье,32332.99,Управляющая компания
2024-07-03,Расход,Жилье,16255.24,Вода
2024-07-03,Доход,Перевод,22616.77,Перевод от друга
2024-07-04,Расход,Продукты,767.07,Рынок
2024-07-05,Расход,Жилье,14488.42,Коммунальные услуги
2024-07-05,Доход,Зарплата,80794.35,Квартальная премия
2024-07-06,Расход,Здоровье,2799.78,Линзы
2024-07-07,Расход,Развлечения,3405.7,Боулинг
2024-07-08,Расход,Транспорт,1153.5,Uber
2024-07-08,Расход,Досуг,800.0,Книги
2024-07-08,Расход,Продукты,4428.99,Дикси
2024-07-09,Доход,Перевод,23284.34,Перевод от родителей
2024-07-10,Расход,Прочее,2262.06,Подарок
2024-07-10,Расход,Наличка,2808.54,ATM
2024-07-11,Расход,Прочее,2376.87,Зоотовары
2024-07-11,Расход,Развлечения,1742.03,Театр
2024-07-12,Расход,Здоровье,2495.89,Спортзал
2024-07-12,Расход,Прочее,9609.55,Зоотовары
2024-07-12,Доход,Наличка,22862.83,Пополнение наличными
2024-07-13,Расход,Перевод,6289.76,Алименты
2024-07-13,Расход,Продукты,1742.09,Метро
2024-07-13,Расход,Прочее,885.41,Непредвиденные расходы
2024-07-13,Расход,Досуг,1928.34,Хобби
2024-07-13,Расход,Наличка,5820.17,Снятие наличных
2024-07-14,Расход,Досуг,2224.57,Netflix
2024-07-14,Расход,Развлечения,1783.13,Пицца
2024-07-14,Расход,Транспорт,1406.72,Метро
2024-07-15,Расход,Транспорт,176.4,Бензин
2024-07-15,Расход,Прочее,4918.93,Техника
2024-07-15,Расход,Транспорт,478.77,Парковка
2024-07-15,Расход,Жилье,9437.03,Ремонт
2024-07-16,Расход,Транспорт,511.41,Метро
2024-07-17,Расход,Наличка,1979.16,Снятие наличных
2024-07-17,Расход,Продукты,3305.33,Метро
2024-07-17,Доход,Наличка,1888.59,Пополнение наличными
2024-07-18,Расход,Транспорт,1363.22,Парковка
2024-07-19,Расход,Продукты,924.12,Метро
2024-07-20,Расход,Продукты,435.19,Рынок
2024-07-20,Расход,Продукты,730.15,Дикси
2024-07-20,Доход,Зарплата,83691.26,Бонус
2024-07-21,Расход,Развлечения,1734.13,Кафе
2024-07-21,Расход,Развлечения,786.58,Пицца
2024-07-22,Расход,Наличка,11445.54,Снятие наличных
2024-07-22,Расход,Прочее,1547.69,Зоотовары
2024-07-23,Расход,Прочее,8437.85,Подарок
2024-07-23,Расход,Прочее,9654.79,Техника
2024-07-23,Расход,Здоровье,4889.49,Витамины
2024-07-23,Расход,Транспорт,2420.96,Парковка
2024-07-24,Расход,Перевод,7310.87,Алименты
2024-07-24,Расход,Перевод,4020.11,Перевод родителям
2024-07-24,Расход,Наличка,7516.92,ATM
2024-07-26,Расход,Продукты,4359.13,Лента
2024-07-26,Расход,Жилье,27322.56,Электричество
2024-07-26,Расход,Прочее,2356.56,Косметика
2024-07-27,Расход,Здоровье,4189.1,Врач
2024-07-27,Расход,Жилье,13310.99,Газ
2024-07-27,Расход,Перевод,6251.6,Благотворительность
2024-07-28,Расход,Транспорт,944.19,Электричка
2024-07-29,Расход,Досуг,2221.99,Хобби
2024-07-29,Расход,Транспорт,354.43,Автобус
2024-07-29,Расход,Наличка,10660.65,ATM
2024-07-29,Расход,Развлечения,332.45,Бар
2024-07-29,Доход,Наличка,3419.08,Продажа вещей на Авито
2024-07-30,Расход,Перевод,19264.65,Перевод другу
2024-07-30,Расход,Жилье,14957.44,Электричество
2024-07-30,Расход,Продукты,4574.19,Метро
2024-07-30,Расход,Продукты,277.87,Перекрёсток
2024-07-31,Расход,Досуг,1738.92,Игры
2024-07-31,Расход,Наличка,13727.17,ATM
2024-08-01,Расход,Прочее,4306.77,Подарок
2024-08-01,Расход,Прочее,8439.62,Канцелярия
2024-08-02,Расход,Здоровье,614.83,Аптека
2024-08-02,Расход,Досуг,731.25,Авито
2024-08-02,Расход,Транспорт,2377.17,Каршеринг
2024-08-02,Расход,Транспорт,2408.65,Такси
2024-08-02,Доход,Перевод,87435.76,Страховая выплата
2024-08-03,Расход,Развлечения,1145.31,Бар
2024-08-03,Расход,Наличка,3114.57,Размен
2024-08-03,Расход,Транспорт,2373.37,Яндекс.Такси
2024-08-03,Расход,Транспорт,226.78,Такси
2024-08-03,Расход,Развлечения,2556.7,Доставка еды
2024-08-03,Расход,Наличка,9239.9,Размен
2024-08-04,Расход,Прочее,5533.16,Зоотовары
2024-08-04,Расход,Досуг,1570.07,Хобби
2024-08-04,Расход,Продукты,3748.24,Метро
2024-08-04,Расход,Прочее,5976.49,Косметика
2024-08-05,Расход,Прочее,5181.05,Непредвиденные расходы
2024-08-05,Расход,Транспорт,912.18,Самокат
2024-08-05,Расход,Жилье,33822.45,Аренда квартиры
2024-08-05,Расход,Здоровье,2113.41,Аптека
2024-08-05,Доход,Зарплата,81529.74,Квартальная премия
2024-08-06,Расход,Прочее,8141.65,Зоотовары
2024-08-06,Расход,Прочее,1935.76,Цветы
2024-08-06,Расход,Наличка,10408.23,ATM
2024-08-07,Расход,Развлечения,1454.27,Бар
2024-08-07,Расход,Наличка,11846.0,Размен
2024-08-08,Расход,Наличка,8450.59,ATM
2024-08-08,Расход,Продукты,1853.12,ВкусВилл
2024-08-09,Расход,Прочее,6338.86,Канцелярия
2024-08-09,Расход,Досуг,797.61,Игры
2024-08-09,Расход,Прочее,3381.74,Техника
2024-08-09,Расход,Наличка,7073.98,Размен
2024-08-09,Расход,Прочее,9955.82,Техника
2024-08-10,Расход,Транспорт,2066.76,Каршеринг
2024-08-10,Расход,Досуг,2685.78,Книги
2024-08-11,Расход,Досуг,808.56,Игры
2024-08-11,Расход,Наличка,4777.38,ATM
2024-08-11,Расход,Транспорт,1008.62,Бензин
2024-08-11,Расход,Досуг,1203.51,Авито
2024-08-11,Расход,Досуг,565.19,Netflix
2024-08-11,Расход,Развлечения,1738.85,Бар
2024-08-12,Расход,Транспорт,1820.46,Электричка
2024-08-12,Расход,Перевод,15765.99,Благотворительность
2024-08-12,Расход,Наличка,1851.27,Размен
2024-08-12,Расход,Транспорт,1868.34,Электричка
2024-08-12,Расход,Продукты,1532.56,Метро
2024-08-12,Расход,Транспорт,2449.71,Электричка
2024-08-13,Расход,Прочее,4990.81,Канцелярия
2024-08-13,Расход,Транспорт,929.71,Автобус
2024-08-13,Доход,Наличка,11086.08,Найденные деньги
2024-08-14,Расход,Транспорт,64.73,Каршеринг
2024-08-14,Доход,Перевод,21038.79,Перевод от родителей
2024-08-15,Расход,Транспорт,2894.87,Uber
2024-08-15,Расход,Продукты,854.85,Ашан
2024-08-15,Расход,Перевод,18739.51,Алименты
2024-08-16,Расход,Продукты,3417.41,Дикси
2024-08-16,Доход,Наличка,21765.51,Продажа вещей на Авито
2024-08-17,Расход,Развлечения,1536.5,Пицца
2024-08-17,Расход,Продукты,3295.19,Перекрёсток
2024-08-17,Расход,Досуг,640.95,Книги
2024-08-17,Расход,Досуг,2565.09,Авито
2024-08-17,Расход,Досуг,1023.28,Netflix
2024-08-17,Расход,Продукты,2997.07,Метро
2024-08-18,Расход,Развлечения,2585.9,Ресторан
2024-08-18,Расход,Жилье,14304.96,Аренда квартиры
2024-08-18,Расход,Досуг,583.55,Игры
2024-08-18,Расход,Развлечения,2000.4,Суши
2024-08-18,Расход,Развлечения,3741.75,Бар
2024-08-18,Расход,Досуг,1855.05,Netflix
2024-08-19,Расход,Транспорт,1782.94,Uber
2024-08-19,Расход,Наличка,14641.14,Снятие наличных
2024-08-19,Расход,Развлечения,4054.32,Пицца
2024-08-19,Расход,Наличка,11355.63,Снятие наличных
2024-08-20,Расход,Транспорт,830.14,Парковка
2024-08-20,Доход,Зарплата,87353.73,Квартальная премия
2024-08-21,Расход,Прочее,5358.38,Техника
2024-08-21,Расход,Продукты,2220.33,Перекрёсток
2024-08-21,Расход,Продукты,272.84,Бристоль
2024-08-22,Расход,Досуг,2759.28,Игры
2024-08-22,Расход,Продукты,1295.18,ВкусВилл
2024-08-22,Расход,Развлечения,2410.05,Кафе
2024-08-22,Доход,Наличка,18034.66,Найденные деньги
2024-08-23,Расход,Продукты,1326.51,ВкусВилл
2024-08-23,Расход,Продукты,1540.17,Дикси
2024-08-23,Расход,Продукты,4112.82,Рынок
2024-08-23,Расход,Перевод,11412.76,Благотворительность
2024-08-23,Расход,Транспорт,1444.3,Uber
2024-08-24,Расход,Досуг,1904.99,Netflix
2024-08-24,Расход,Прочее,3052.87,Непредвиденные расходы
2024-08-24,Доход,Перевод,22994.71,Подработка
2024-08-25,Расход,Здоровье,2469.75,Аптека
2024-08-25,Расход,Здоровье,7805.91,Анализы
2024-08-27,Расход,Прочее,3328.06,Одежда
2024-08-27,Доход,Наличка,13503.49,Найденные деньги
2024-08-28,Расход,Продукты,2323.55,Рынок
2024-08-28,Расход,Продукты,360.62,Бристоль
2024-08-28,Расход,Жилье,10099.99,Интернет
2024-08-28,Расход,Транспорт,220.24,Бензин
2024-08-30,Расход,Здоровье,2876.86,Витамины
2024-08-31,Расход,Развлечения,4045.48,Театр
2024-08-31,Расход,Досуг,1356.77,Spotify
2024-08-31,Расход,Досуг,2433.18,Хобби
2024-09-01,Расход,Жилье,8512.48,Управляющая компания
2024-09-02,Расход,Транспорт,2840.7,Бензин
2024-09-02,Расход,Продукты,2239.2,Магнит
2024-09-03,Расход,Жилье,5187.7,Аренда квартиры
2024-09-03,Расход,Транспорт,1250.34,Такси
2024-09-03,Расход,Продукты,2585.01,ВкусВилл
2024-09-03,Расход,Развлечения,4413.79,Кафе
2024-09-04,Расход,Прочее,671.86,Одежда
2024-09-05,Расход,Прочее,7177.19,Зоотовары
2024-09-05,Доход,Зарплата,73596.61,Аванс
2024-09-06,Расход,Продукты,4392.47,Магнит
2024-09-06,Расход,Развлечения,4767.1,Театр
2024-09-06,Расход,Транспорт,2705.63,Uber
2024-09-06,Доход,Перевод,19755.37,Фриланс
2024-09-06,Доход,Перевод,162689.52,Наследство
2024-09-07,Расход,Жилье,3685.02,Мебель
2024-09-07,Расход,Продукты,907.35,Дикси
2024-09-07,Расход,Здоровье,6532.25,Витамины
2024-09-07,Расход,Транспорт,2426.09,Uber
2024-09-07,Расход,Наличка,6597.6,Размен
2024-09-07,Расход,Наличка,3519.05,Снятие наличных
2024-09-08,Расход,Досуг,158.55,Книги
2024-09-08,Расход,Наличка,10066.43,ATM
2024-09-08,Расход,Перевод,9824.57,Благотворительность
2024-09-09,Расход,Наличка,11777.53,Размен
2024-09-09,Расход,Транспорт,682.31,Такси
